"acceptedScientificName","V2","isMarine","isFreshwater","isTerrestrial","isBrackish"
"Hyalopeplus marquesanus Carvalho & Gross","GBIF Backbone Taxonomy",NA,NA,1,NA
"Gonomyia punctigera Alexander, 1933","Union 4",NA,NA,1,NA
"Mallada basalis (Walker, 1853)","Catalogue of Life Checklist",NA,NA,1,NA
"Aedes scutellaris (Walker, 1858)","Union 4",NA,1,1,NA
"Chrysoperla externa (Hagen, 1861)","Catalogue of Life Checklist",NA,NA,1,NA
"Creophilus erythrocephalus (Fabricius, 1775)","Catalogue of Life Checklist",NA,NA,1,NA
"Melanoxanthus paeninsularis Chassain, 2001","The Interim Register of Marine and Nonmarine Genera",NA,NA,1,NA
"Agrilus indignus Fairmaire, 1849","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus duhameli Ramage, 2021","GBIF Backbone Taxonomy",NA,NA,1,NA
"Simodactylus perraulti Chassain, 2001","The Interim Register of Marine and Nonmarine Genera",NA,NA,1,NA
"Tenebroides tahiti KolibÃ¡ & Porch, 2020","GBIF Backbone Taxonomy",NA,NA,1,NA
"Dicranomyia tahitiensis (Alexander, 1921)","Union 4",NA,1,1,NA
"Comodica signata Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Asymphorodes culminis Clarke, 1986","GBIF Backbone Taxonomy",NA,NA,1,NA
"Dichelopa ochroma Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Asymphorodes trichogramma Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Erechthias incongrua (Clarke, 1986)","Catalogue of Life Checklist",NA,NA,1,NA
"Dichelopa dendrophila Clarke, 1971","Catalogue of Life Checklist",NA,NA,1,NA
"Asymphorodes sericeus Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Asymphorodes brevimacula Clarke, 1986","GBIF Backbone Taxonomy",NA,NA,1,NA
"Dichelopa myopori Clarke, 1971","Catalogue of Life Checklist",NA,NA,1,NA
"Imma impariseta Clarke, 1986","GBIF Backbone Taxonomy",NA,NA,1,NA
"Asymphorodes acritopterus Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Cleora caliginosa Orhant, 2003","GBIF Backbone Taxonomy",NA,NA,1,NA
"Cleora longipectina Orhant, 2002","GBIF Backbone Taxonomy",NA,NA,1,NA
"Helicina hartmani MacMillan, 1946","World Register of Marine Species",NA,NA,1,NA
"Helicina bitaeniata Hartman, 1890","World Register of Marine Species",NA,NA,1,NA
"Mendana marquesana (Pease, 1868)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Columbella vitiensis Dunker, 1871","GBIF Backbone Taxonomy",1,NA,NA,NA
"Nerita maculata G.B.Sowerby I, 1825","GBIF Backbone Taxonomy",1,NA,NA,NA
"Prohydrometra tohiea D.Polhemus, 2022","GBIF Backbone Taxonomy",NA,NA,1,NA
"Prohydrometra englundi D.Polhemus, 2022","GBIF Backbone Taxonomy",NA,NA,1,NA
"Prohydrometra moorea D.Polhemus, 2022","GBIF Backbone Taxonomy",NA,NA,1,NA
"Hydrometra gagnei J.Polhemus & D.Polhemus, 1995","GBIF Backbone Taxonomy",NA,NA,1,NA
"Prohydrometra johnpolhemi D.Polhemus, 2022","GBIF Backbone Taxonomy",NA,NA,1,NA
"Marquesametra hivaoa D.Polhemus, 2022","GBIF Backbone Taxonomy",NA,NA,1,NA
"Prohydrometra teatara D.Polhemus, 2022","GBIF Backbone Taxonomy",NA,NA,1,NA
"Lithurgus scabrosus (Smith, 1859)","Catalogue of Life Checklist",NA,NA,1,NA
"Trioza alifumosa Klyver, 1932","Catalogue of Life Checklist",NA,NA,1,NA
"Carcharias megalodon (Agassiz, 1835)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Campsicnemus scurra Parent, 1934","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus uncleremus Evenhuis, 2000","Catalogue of Life Checklist",NA,NA,1,NA
"Monomorium australicum Forel, 1907","Catalogue of Life Checklist",NA,NA,1,NA
"Rogeria stigmatica Emery, 1897","Catalogue of Life Checklist",NA,NA,1,NA
"Tapinoma minutum Mayr, 1862","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus viridescens Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus adamsoni Van Dyke, 1932","GBIF Backbone Taxonomy",NA,NA,1,NA
"Aposthonia oceania (Ross, 1951)","Catalogue of Life Checklist",NA,NA,1,NA
"Zeoleusis insularis (Cameron, 1936)","Catalogue of Life Checklist",NA,NA,1,NA
"Bactrocera luteola (Malloch, 1931)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Tetragnatha tuamoaa Gillespie, 2003","Catalogue of Life Checklist",NA,NA,1,NA
"Tetragnatha moua Gillespie, 2003","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus angustus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus hispidus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus tahaanus Evenhuis, 2008","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus craigi Evenhuis, 2013","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus hihiroa Evenhuis, 2009","Catalogue of Life Checklist",NA,NA,1,NA
"Enochrus elongatulus (W.J.MacLeay, 1871)","GBIF Backbone Taxonomy",NA,1,NA,NA
"Allograpta amphotera (Bezzi, 1928)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus excavatus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus ochraceus Van Dyke, 1932","GBIF Backbone Taxonomy",NA,NA,1,NA
"Mecyclothorax aa Liebherr, 2008","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus othello Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus nodosus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus planatus Van Dyke, 1932","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhabdoscelus obscurus (Boisduval, 1835)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Phenolia attenuata (Reitter, 1879)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Campsicnemus taratara Evenhuis, 2009","Catalogue of Life Checklist",NA,NA,1,NA
"Exitianus plebeius (Kirkaldy, 1906)","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus fulvus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Aethina concolor (Macleay, 1872)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Campsicnemus zigzag Evenhuis, 2008","Catalogue of Life Checklist",NA,NA,1,NA
"Limnogonus cheesmani Lundblad, 1934","Integrated Taxonomic Information SystemITIS",NA,1,NA,NA
"Leptocoris rufomarginatus (Fabricius, 1794)","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus opacipennis Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Spodoptera mauritia (Boisduval, 1833)","Catalogue of Life Checklist",NA,NA,1,NA
"Aphis medicaginis Koch, 1854","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus ridiculoides Evenhuis, 2016","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus pulvereus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus lobatus Evenhuis, 2008","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus expansus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Bavia aericeps Simon, 1877","Catalogue of Life Checklist",NA,NA,1,NA
"Melanozosteria soror (Brunner von Wattenwyl, 1865)","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus brevis Van Dyke, 1932","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus nigroaeneus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Ananca kanack (Fairmaire, 1849)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Rhyncogonus caudatus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Carpophilus dimidiatus (Fabricius, 1792)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Platythyrea parallela (Smith, 1859)","Catalogue of Life Checklist",NA,NA,1,NA
"Campsicnemus ostlinx Evenhuis, 2008","Catalogue of Life Checklist",NA,NA,1,NA
"Carpophilus oculatus Murray, 1864","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Carposina longignathosa Medeiros & Oboyski, 2016","GBIF Backbone Taxonomy",NA,NA,1,NA
"Campsicnemus gladiator Evenhuis, 2009","Catalogue of Life Checklist",NA,NA,1,NA
"Homoneura hawaiiensis (Grimshaw, 1902)","Catalogue of Life Checklist",NA,NA,1,NA
"Smeringopus pallidus (Blackwall, 1858)","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus eximius Perkins, 1928","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus tuberosus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Carposina brevinotata Medeiros & Oboyski, 2016","GBIF Backbone Taxonomy",NA,NA,1,NA
"Americhernes kanaka (J.C.Chamberlin, 1938)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus navicularis Marshall, 1930","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus ventralis Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Pseudoloxops tahiticus (Knight, 1937)","Catalogue of Life Checklist",NA,NA,1,NA
"Hogna crispipes (L.Koch, 1877)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus pectoralis Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Haplochernes funafutensis (With, 1907)","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus duplex Perkins, 1928","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus testudineus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Longipalpus gynandropsidis (Fairmaire, 1850)","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus longulus Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus otiorhyncoides (Fairmaire, 1849)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Rhyncogonus pleuralis Van Dyke, 1937","Catalogue of Life Checklist",NA,NA,1,NA
"Rhyncogonus lateralis Van Dyke, 1932","GBIF Backbone Taxonomy",NA,NA,1,NA
"Ischnura cardinalis Kimmins, 1929","Catalogue of Life Checklist",NA,1,1,NA
"Campsicnemus meyeri Evenhuis, 2013","Catalogue of Life Checklist",NA,1,1,NA
"Rhyncogonus rufulus Van Dyke, 1937","Catalogue of Life Checklist",0,0,1,0
"Rhyncogonus tenebrosus Van Dyke, 1937","Catalogue of Life Checklist",0,0,1,0
"Rhyncogonus corvus Van Dyke, 1932","GBIF Backbone Taxonomy",0,0,1,0
"Pseudoloxops adamsoni (Knight, 1937)","Catalogue of Life Checklist",0,0,1,0
"Platysulcus tardus Shiratori, Takeshi & Ken-ichiro, 2015","GBIF Backbone Taxonomy",NA,NA,NA,NA
"Maruca vitrata (Fabricius, 1787)","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes chalcosoma Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Asymphorodes aporia Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Asymphorodes bipunctatus Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Cryptotermes dolei (Light, 1932)","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes nuciferae Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Echthromorpha marquisensis Cheesman, 1928","Catalogue of Life Checklist",0,0,1,0
"Eudonia clavula Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Micromimetus pictipes Eyles, 1999","Catalogue of Life Checklist",0,0,1,0
"Todiramphus sacer (J.F.Gmelin, 1788)","GBIF Backbone Taxonomy",NA,1,1,NA
"Pomarea nukuhivae Murphy & Mathews, 1928","Catalogue of Life Checklist",0,0,1,0
"Acrocephalus astrolabii Holyoak & Thibault, 1978","Catalogue of Life Checklist",0,0,1,0
"Braunsapis puangensis (Cockerell, 1929)","Catalogue of Life Checklist",0,0,1,0
"Perinia tumida Dana, 1852","Integrated Taxonomic Information SystemITIS",NA,NA,NA,NA
"Scaphisoma jacqi Lobl & Ramage, 2022","Catalogue of Life Checklist",NA,NA,1,NA
"Pocillopora solida Umbgrove, 1926","Catalogue of Life Checklist",NA,NA,NA,NA
"Alectis indica (RÃ¼ppell, 1830)","Catalogue of Life Checklist",NA,NA,NA,NA
"Vanikoro rugata A.Adams, 1854","GBIF Backbone Taxonomy",NA,NA,NA,NA
"Parlatoria cinerea Hadden, 1909","Catalogue of Life Checklist",NA,NA,1,NA
"Bradina emphasis Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Eudonia achlya Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Autosticha leucoptera Clarke, 1986","GBIF Backbone Taxonomy",NA,NA,1,NA
"Stangeia distantia Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Pampusana jobiensis (A.B.Meyer, 1875)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Prosobonia leucoptera (Gmelin, 1789)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Gobius bitelatus Valenciennes, 1837","GBIF Backbone Taxonomy",1,1,NA,1
"Semolina leucotricha Clarke, 1971","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes chalcopterus Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Asymphorodes nebrias Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Pityocona attenuata Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Ctenarytaina distincta (Tuthill, 1943)","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes spodogramma Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Austromegalomus insulanus Oswald, 1988","Catalogue of Life Checklist",0,0,1,0
"Iressa microsema Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Lathroteles obscura Clarke, 1971","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes remigiata Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Cyrtophora cylindroides (Walckenaer, 1841)","Catalogue of Life Checklist",0,0,1,0
"Tetragnatha rimitarae Strand, 1911","Catalogue of Life Checklist",0,0,1,0
"Creugas gulosus Thorell, 1878","Catalogue of Life Checklist",0,0,1,0
"Zenodorus pusillus (Strand, 1913)","Catalogue of Life Checklist",0,0,1,0
"Neotrichiorhyssemus hirsutus (ClouÃ«t, 1901)","Catalogue of Life Checklist",0,0,1,0
"Hesperobaenus capito (Fairmaire, 1850)","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Partula raiatensis Garrett, 1884","GBIF Backbone Taxonomy",0,0,1,0
"Lamprophaea poupini Salazar-Vallejo, 2020","GBIF Backbone Taxonomy",0,0,0,0
"Opeas pyrgula Schmacker & O.Boettger, 1891","GBIF Backbone Taxonomy",NA,NA,1,NA
"Cypraea pellucens Melvill, 1888","GBIF Backbone Taxonomy",1,0,0,0
"Buliminus graecus (H.Beck, 1837)","GBIF Backbone Taxonomy",0,0,1,0
"Lamprophaea cornuta Salazar-Vallejo, 2020","GBIF Backbone Taxonomy",1,0,0,0
"Neritina parallela (Roeding, 1798)","GBIF Backbone Taxonomy",NA,1,NA,NA
"Eunice gracilis Grube, 1866","Catalogue of Life Checklist",1,0,0,0
"Conus auricomus Hwass, 1792","Catalogue of Life Checklist",1,0,0,0
"Nebularia chrysalis (Reeve, 1844)","GBIF Backbone Taxonomy",1,0,0,0
"Linnaeoxanthus acanthomerus (Rathbun, 1911)","The Interim Register of Marine and Nonmarine Genera",1,0,0,0
"Alpheus edwardsii (Andouin, 1826)","Catalogue of Life Checklist",1,0,0,0
"Platydema subfascia (Walker, 1858)","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Anigraea ochrobasis Hampson, 1912","Catalogue of Life Checklist",0,0,1,0
"Pitta granatina Temminck, 1830","Catalogue of Life Checklist",0,NA,1,NA
"Propalticus oculatus Sharp, 1879","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Ischnura jeanyvesmeyeri Englund & Polhemus, 2010","Catalogue of Life Checklist",NA,1,1,NA
"Filicicoris tatarnici Namyatova & Cassis, 2016","GBIF Backbone Taxonomy",0,0,1,0
"Ischnura rurutana Englund & Polhemus, 2010","Catalogue of Life Checklist",NA,1,1,NA
"Ramphocelus bresilius (Linnaeus, 1766)","Catalogue of Life Checklist",NA,NA,1,NA
"Austrosciapus connexus (Walker, 1835)","Catalogue of Life Checklist",0,0,1,0
"Amegilla pulchra (Smith, 1854)","Catalogue of Life Checklist",0,0,1,0
"Germalus montandoni Bergroth, 1916","Catalogue of Life Checklist",0,0,1,0
"Lacon modestus (Boisduval, 1835)","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Stelidota geminata (Say, 1825)","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Zizina otis (Fabricius, 1787)","Catalogue of Life Checklist",0,0,1,0
"Thyas coronata (Fabricius, 1775)","Catalogue of Life Checklist",0,0,1,0
"Cassida compuncta (Boheman, 1855)","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Chrysis angolensis Radoszkowski, 1881","The Interim Register of Marine and Nonmarine Genera",0,0,1,0
"Xylosandrus compactus Wood & Bright, 1992","Catalogue of Life Checklist",0,0,1,0
"Columbella micans Pease, 1883","World Register of Marine Species",1,0,0,NA
"Succinea rubella Pease, 1871","Catalogue of Life Checklist",0,0,1,0
"Cirrhites gibbosus Guichenot, 1869","GBIF Backbone Taxonomy",1,NA,NA,NA
"Geopelia cuneata (Latham, 1801)","Catalogue of Life Checklist",0,0,1,0
"Assara decipula Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Eudonia dupla Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes lucerna Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Asymphorodes phaeodelta Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Herlinda iota Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Erechthias cirrhogramma Clarke, 1971","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes semiluteus Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Idioblasta transversata Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Hemidactylus frenatus Schlegel, 1836","Integrated Taxonomic Information SystemITIS",0,0,1,0
"Sertularia tongensis Stechow, 1919","Catalogue of Life Checklist",1,0,0,0
"Semivertagus interstriatus (Sowerby, 1842)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Helicina picta FÃ©russac, 1821","World Register of Marine Species",0,0,1,0
"Melania societatis Brot, 1877","World Register of Marine Species",0,1,0,0
"Basterotia angulata (H.Adams, 1871)","GBIF Backbone Taxonomy",1,0,0,0
"Glycymeris reevei (Mayer, 1868)","Catalogue of Life Checklist",1,0,0,0
"Rissoina pulchella Brazier, 1877","Catalogue of Life Checklist",1,NA,NA,NA
"Lima vulgaris (Link, 1807)","Catalogue of Life Checklist",1,0,0,0
"Mitrella fusiformis D'Orbigny, 1842","Integrated Taxonomic Information SystemITIS",1,NA,NA,NA
"Odostomia substitua Dautzenberg & Bouge, 1933","GBIF Backbone Taxonomy",1,0,0,0
"Phos varicosus Gould, 1849","Catalogue of Life Checklist",1,0,0,0
"Epitonium auritum (G.B.Sowerby II, 1844)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Proterato schneideri (Schilder, 1933)","The Interim Register of Marine and Nonmarine Genera",1,0,0,0
"Kellia delmasi Lamy, 1927","GBIF Backbone Taxonomy",1,0,0,0
"Miralda gemma (A.Adams, 1861)","GBIF Backbone Taxonomy",1,0,0,0
"Anisodonta ustulata (Reeve, 1844)","GBIF Backbone Taxonomy",1,0,0,0
"Doris cinerosa Pease, 1871","GBIF Backbone Taxonomy",1,0,0,0
"Rissoina evanida G.Nevill & H.Nevill, 1874","GBIF Backbone Taxonomy",1,0,0,0
"Mipus nodosus (A.Adams, 1854)","GBIF Backbone Taxonomy",1,0,0,0
"Trochus maculatus Linnaeus, 1758","Catalogue of Life Checklist",1,0,0,0
"Obesula lucidus (Hervier, 1897)","GBIF Backbone Taxonomy",1,0,0,0
"Cheilea pileopsis (Quoy & Gaimard, 1835)","GBIF Backbone Taxonomy",1,0,0,0
"Euthymella goubini (Hervier, 1897)","GBIF Backbone Taxonomy",1,0,0,0
"Kermia albibalteata (Reeve, 1843)","GBIF Backbone Taxonomy",1,0,0,0
"Clivipollia albocincta (Pease, 1860)","GBIF Backbone Taxonomy",1,0,0,0
"Caecum bimarginatum Carpenter, 1859","The Interim Register of Marine and Nonmarine Genera",1,0,0,0
"Pyramidelloides delicatula (Laseron, 1956)","GBIF Backbone Taxonomy",1,0,0,0
"Dolabella teremini (Rang, 1828)","GBIF Backbone Taxonomy",1,0,0,0
"Cardita muricata G.B.Sowerby I, 1833","GBIF Backbone Taxonomy",1,0,0,0
"Lienardia emmae (Melvill & Standen, 1895)","GBIF Backbone Taxonomy",1,0,0,0
"Atys ooformis Habe, 1964","GBIF Backbone Taxonomy",1,0,0,0
"Latitriphora carteretensis (Hinds, 1843)","GBIF Backbone Taxonomy",1,0,0,0
"Teinostoma impleta (Laseron, 1958)","The Interim Register of Marine and Nonmarine Genera",1,0,0,0
"Doris villosa Pease, 1871","World Register of Marine Species",1,0,0,0
"Lobiger viridis Pease, 1863","Catalogue of Life Checklist",1,0,0,0
"Mastoniaeforis poecila (Hervier, 1897)","GBIF Backbone Taxonomy",1,0,0,0
"Vanikoro fenestrata W.H.Turton, 1932","GBIF Backbone Taxonomy",1,0,0,0
"Conus tenuigranulata Dautzenberg, 1937","GBIF Backbone Taxonomy",1,NA,NA,NA
"Novius pumilus (Weise, 1892)","GBIF Backbone Taxonomy",0,0,1,0
"Coccotrypes cyperi Wood & Bright, 1992","Catalogue of Life Checklist",0,0,1,0
"Naupactus cervinus Boheman, 1840","Catalogue of Life Checklist",0,0,1,0
"Lallemandana interrupta (Lallemand, 1928)","GBIF Backbone Taxonomy",0,0,1,0
"Ichneumon veo (Cheesman, 1928)","Catalogue of Life Checklist",0,0,1,0
"Mochtherus tetraspilotus (W.S.MacLeay, 1825)","Catalogue of Life Checklist",0,0,1,0
"Simulium littopyga Craig & Evenhuis, 2017","Catalogue of Life Checklist",0,1,1,0
"Pseudolibera matthieui Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha passosi Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha domaneschii Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Pseudolibera elieporoii Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Pseudolibera parva Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Pseudolibera paraminderae Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Pseudolibera solemi Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha spelunca Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha aurora Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha occidentalis Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Pseudolibera extincta Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Kleokyphus cowiei Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha temaoensis Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Pseudolibera cookei Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha harperae Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Mautodontha makateaensis Sartori, Gargominy & Fontaine, 2014","GBIF Backbone Taxonomy",0,0,1,0
"Asymphorodes honoria Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Dichelopa lupicinia Clarke, 1971","Catalogue of Life Checklist",0,0,1,0
"Argina astrea (Drury, 1773)","Catalogue of Life Checklist",0,0,1,0
"Chalybion bengalense (Dahlbom, 1845)","Catalogue of Life Checklist",0,0,1,0
"Assara halmophila Meyrick, 1929","Catalogue of Life Checklist",0,0,1,0
"Oliva guttata Fischer von Waldheim, 1808","Catalogue of Life Checklist",1,0,0,0
"Homoneura nubila Malloch, 1929","Union 4",0,0,1,0
"Erechthias phaeoptera (Clarke, 1971)","Catalogue of Life Checklist",0,0,1,0
"Eudonia ara Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Asymphorodes adynatus Clarke, 1986","GBIF Backbone Taxonomy",0,0,1,0
"Tessema sensilis Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Psara orphnopeza Clarke, 1986","Catalogue of Life Checklist",0,0,1,0
"Dichelopa anthracodelta Clarke, 1971","Catalogue of Life Checklist",0,0,1,0
"Coris variegata (RÃ¼ppell, 1835)","Catalogue of Life Checklist",1,0,0,0
"Elasmolomus v-album (Stal, 1859)","Catalogue of Life Checklist",NA,NA,1,NA
"Dasyrhicnoessa insularis (Aldrich, 1931)","Catalogue of Life Checklist",1,NA,1,NA
"Cryptops tahitianus Chamberlin, 1920","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Monacanthus hystrix Gray, 1835","GBIF Backbone Taxonomy",1,NA,NA,NA
"Oligonychus coffeae (Nietner, 1861)","Catalogue of Life Checklist",0,0,1,0
"Tetranychus neocaledonicus AndrÃ©, 1933","Catalogue of Life Checklist",0,0,1,0
"Oligonychus gramineus (McGregor, 1950)","Catalogue of Life Checklist",0,0,1,0
"Oligonychus sacchari (McGregor, 1942)","Catalogue of Life Checklist",0,0,1,0
"Eutetranychus africanus (Tucker, 1926)","Catalogue of Life Checklist",0,0,1,0
"Oligonychus thelytokus Gutierrez, 1977","Catalogue of Life Checklist",0,0,1,0
"Tetranychus yusti McGregor, 1955","Catalogue of Life Checklist",0,0,1,0
"Tetranychus ludeni Zacher, 1913","Catalogue of Life Checklist",0,0,1,0
"Tetranychus lambi Pritchard & Baker, 1955","Catalogue of Life Checklist",0,0,1,0
"Tetranychus gloveri Banks, 1900","Catalogue of Life Checklist",0,0,1,0
"Aedes albopictus (Skuse, 1894)","GBIF Backbone Taxonomy",NA,1,1,NA
"Aceria hibisci (Nalepa, 1906)","The Interim Register of Marine and Nonmarine Genera",0,0,1,0
"Crassispira zebra","Integrated Taxonomic Information SystemITIS",1,NA,NA,NA
"Conus cinereus Hwass, 1792","Catalogue of Life Checklist",1,0,0,0
"Partula remota Crampton, 1956","GBIF Backbone Taxonomy",0,0,1,0
"Terebra cancellata Gray, 1834","Catalogue of Life Checklist",1,NA,NA,NA
"Semele obscura Deshayes, 1863","GBIF Backbone Taxonomy",1,NA,NA,NA
"Scintilla rosea Deshayes, 1856","Catalogue of Life Checklist",1,NA,NA,NA
"Pinna semicostata Philippi, 1887","World Register of Marine Species",1,NA,NA,NA
"Helicina despecta Ancey, 1887","GBIF Backbone Taxonomy",NA,NA,1,NA
"Chromodoris reticulata (Pease, 1860)","World Register of Marine Species",1,NA,NA,NA
